hardware_name,unified_manufacturer,type,g3d_mark,g2d_mark,fps_estimate_3d,cuda_score,opencl_score,unified_price,unified_tdp,fps_per_dollar,multi_api_support
GRID P100-16Q,Unknown,Unknown,5945.0,757.0,59.45,0.0,0.0,0.0,0.0,0.0,0
GRID P100-1B,Unknown,Unknown,2223.0,544.0,22.23,0.0,0.0,0.0,0.0,0.0,0
GRID P100-8Q,Unknown,Unknown,3841.0,481.0,38.41,0.0,0.0,0.0,0.0,0.0,0
GRID P4-8Q,Nvidia,Unknown,0.0,0.0,0.0,0.0,38427.0,0.0,0.0,0.0,1
GRID P40-24Q,Unknown,Unknown,4728.0,653.0,47.28,0.0,0.0,0.0,0.0,0.0,0
GRID P40-2B,Unknown,Unknown,3354.0,633.0,33.54,0.0,0.0,0.0,0.0,0.0,0
GRID P40-2Q,Nvidia,Unknown,4288.0,633.0,42.88,41169.0,41280.0,0.0,0.0,0.0,2
GRID P40-3Q,Unknown,Unknown,681.0,603.0,6.81,0.0,0.0,0.0,0.0,0.0,0
GRID P40-4Q,Unknown,Unknown,778.0,621.0,7.78,0.0,0.0,0.0,0.0,0.0,0
GRID P6-2Q,Unknown,Unknown,3926.0,337.0,39.26,0.0,0.0,0.0,0.0,0.0,0
GRID P6-4A,Unknown,Unknown,2639.0,42.0,26.39,0.0,0.0,0.0,0.0,0.0,0
GRID P6-4Q,Unknown,Unknown,4429.0,586.0,44.29,0.0,0.0,0.0,0.0,0.0,0
GRID RTX6000-2Q,Nvidia,Unknown,0.0,0.0,0.0,137891.0,133165.0,0.0,0.0,0.0,3
GRID RTX6000-3Q,Nvidia,Unknown,0.0,0.0,0.0,152526.0,0.0,0.0,0.0,0.0,1
GRID RTX6000-4Q,Nvidia,Unknown,0.0,0.0,0.0,132933.0,0.0,0.0,0.0,0.0,2
GRID RTX6000-6Q,Nvidia,Unknown,0.0,0.0,0.0,149498.0,0.0,0.0,0.0,0.0,1
GRID RTX6000-8Q,Nvidia,Unknown,0.0,0.0,0.0,134624.0,0.0,0.0,0.0,0.0,1
GRID RTX6000P-24Q,Nvidia,Unknown,0.0,0.0,0.0,0.0,109662.0,0.0,0.0,0.0,1
GRID RTX6000P-4Q,Unknown,Unknown,4283.0,76.0,42.83,0.0,0.0,0.0,0.0,0.0,0
GRID RTX6000P-6Q,Nvidia,Unknown,4777.0,192.0,47.77,0.0,26590.0,0.0,0.0,0.0,1
GRID RTX6000P-8Q,Nvidia,Unknown,0.0,0.0,0.0,0.0,79528.0,0.0,0.0,0.0,1
GRID RTX8000-2Q,Unknown,Unknown,3574.0,86.0,35.74,0.0,0.0,0.0,0.0,0.0,0
GRID RTX8000-4Q,Unknown,Unknown,3961.0,81.0,39.61,0.0,0.0,0.0,0.0,0.0,0
GRID RTX8000P-2Q,Unknown,Unknown,3843.0,84.0,38.43,0.0,0.0,0.0,0.0,0.0,0
GRID RTX8000P-6Q,Nvidia,Unknown,0.0,0.0,0.0,125055.0,119079.0,0.0,0.0,0.0,2
GRID T4-16C,Nvidia,Unknown,0.0,0.0,0.0,0.0,67838.0,0.0,0.0,0.0,1
GRID T4-16Q,Nvidia,Unknown,0.0,0.0,0.0,70576.0,58147.0,0.0,0.0,0.0,3
GRID T4-1Q,Unknown,Unknown,2703.0,84.0,27.03,0.0,0.0,0.0,0.0,0.0,0
GRID T4-2B,Nvidia,Unknown,2601.0,62.0,26.01,0.0,0.0,0.0,0.0,0.0,1
GRID T4-2Q,Nvidia,Unknown,3031.0,79.0,30.31,77714.0,64664.0,0.0,0.0,0.0,2
GRID T4-4C,Nvidia,Unknown,0.0,0.0,0.0,0.0,57969.0,0.0,0.0,0.0,1
GRID T4-4Q,Nvidia,Unknown,3182.0,83.0,31.82,59903.0,61943.0,0.0,0.0,0.0,3
GRID T4-8C,Nvidia,Unknown,0.0,0.0,0.0,0.0,50827.0,0.0,0.0,0.0,1
GRID T4-8Q,Nvidia,Unknown,4284.0,89.0,42.84,52866.0,59749.0,0.0,0.0,0.0,3
GRID V100-8Q,Unknown,Unknown,16.0,149.0,0.16,0.0,0.0,0.0,0.0,0.0,0
GRID V100D-16Q,Nvidia,Unknown,0.0,0.0,0.0,163420.0,0.0,0.0,0.0,0.0,1
GRID V100D-32Q,Nvidia,Unknown,0.0,0.0,0.0,178886.0,0.0,0.0,0.0,0.0,1
GRID V100D-4Q,Nvidia,Unknown,0.0,0.0,0.0,0.0,136323.0,0.0,0.0,0.0,1
GRID V100D-8Q,Unknown,Unknown,4156.0,518.0,41.56,0.0,0.0,0.0,0.0,0.0,0
GRID V100S-32Q,Nvidia,Unknown,0.0,0.0,0.0,0.0,154397.0,0.0,0.0,0.0,1
GT 430,Unknown,Unknown,223.0,325.0,2.23,0.0,0.0,142.88,0.0,0.015607502799552073,0
GTX 1050,Nvidia,Unknown,5090.0,475.0,50.9,17206.0,18573.0,203.1,75.0,0.25061546036435256,4
GTX 1050 (Mobile),Unknown,Unknown,4462.0,292.0,44.62,0.0,0.0,0.0,0.0,0.0,0
GTX 1050 Ti,Nvidia,Unknown,6314.0,651.0,63.14,20616.0,22192.0,189.42,75.0,0.33333333333333337,4
GTX 1050 Ti (Mobile),Unknown,Unknown,5919.0,323.0,59.19,0.0,0.0,0.0,0.0,0.0,0
GTX 1050 Ti with Max-Q Design,Nvidia,Unknown,5372.0,362.0,53.72,18936.0,20678.0,0.0,0.0,0.0,3
GTX 1050 with Max-Q Design,Nvidia,Unknown,3785.0,297.0,37.85,15058.0,17020.0,0.0,0.0,0.0,3
GTX 1060,Nvidia,Unknown,10070.0,762.0,100.7,31129.0,32388.0,279.99,120.0,0.35965570198935676,4
GTX 1060 (Mobile),Unknown,Unknown,8161.0,444.0,81.61,0.0,0.0,0.0,80.0,0.0,0
GTX 1060 3GB,Nvidia,Unknown,9728.0,779.0,97.28,31922.0,33958.0,305.0,120.0,0.3189508196721311,4
GTX 1060 5GB,Nvidia,Unknown,8704.0,680.0,87.04,30206.0,33671.0,487.99,120.0,0.17836431074407263,3
GTX 1060 6GB,Nvidia,Unknown,0.0,0.0,0.0,34034.0,36416.0,0.0,0.0,0.0,4
GTX 1060 with Max-Q Design,Nvidia,Unknown,7907.0,430.0,79.07,28312.0,29934.0,0.0,80.0,0.0,3
GTX 1070,Nvidia,Unknown,13482.0,857.0,134.82,45558.0,47750.0,342.55,150.0,0.3935775799153408,4
GTX 1070 (Mobile),Unknown,Unknown,10465.0,603.0,104.65,0.0,0.0,0.0,0.0,0.0,0
GTX 1070 Ti,Nvidia,Unknown,14500.0,877.0,145.0,50088.0,52434.0,389.0,180.0,0.37275064267352187,4
GTX 1070 with Max-Q Design,Nvidia,Unknown,10030.0,466.0,100.3,38193.0,39907.0,0.0,90.0,0.0,3
GTX 1080 with Max-Q Design,Nvidia,Unknown,11507.0,731.0,115.07,46955.0,46870.0,0.0,110.0,0.0,3
GTX 1650,Nvidia,Unknown,7807.0,592.0,78.07,40258.0,38315.0,209.0,75.0,0.3735406698564593,3
GTX 1650 (Mobile),Unknown,Unknown,6969.0,384.0,69.69,0.0,0.0,0.0,50.0,0.0,0
GTX 1650 SUPER,Nvidia,Unknown,10032.0,761.0,100.32,57126.0,53834.0,441.05,100.0,0.22745720439859424,3
GTX 1650 Ti,Nvidia,Unknown,7490.0,399.0,74.9,48337.0,43645.0,0.0,55.0,0.0,3
GTX 1650 Ti with Max-Q Design,Nvidia,Unknown,6342.0,338.0,63.42,41158.0,40474.0,0.0,35.0,0.0,3
GTX 1650 with Max-Q Design,Nvidia,Unknown,5884.0,318.0,58.84,37945.0,36447.0,0.0,35.0,0.0,3
GTX 1660,Nvidia,Unknown,11695.0,796.0,116.95,60503.0,55712.0,399.99,120.0,0.2923823095577389,3
GTX 1660 SUPER,Nvidia,Unknown,12732.0,823.0,127.32,65154.0,60772.0,329.99,125.0,0.3858298736325343,3
GTX 1660 Ti,Nvidia,Unknown,11794.0,702.0,117.94,33184.0,30686.5,349.99,120.0,0.3369810566016172,3
GTX 1660 Ti (Mobile),Unknown,Unknown,10176.0,507.0,101.76,0.0,0.0,0.0,50.0,0.0,0
GTX 1660 Ti with Max-Q Design,Nvidia,Unknown,8646.0,378.0,86.46,61528.0,54310.0,0.0,60.0,0.0,3
GTX 260,Unknown,Unknown,1221.0,88.0,12.21,0.0,0.0,79.99,202.0,0.15264408051006378,0
GTX 260M,Unknown,Unknown,412.0,59.0,4.12,0.0,0.0,0.0,65.0,0.0,0
GTX 275,Unknown,Unknown,1401.0,106.0,14.01,0.0,0.0,431.72,219.0,0.032451588992865744,0
GTX 280M,Unknown,Unknown,621.0,440.0,6.21,0.0,0.0,0.0,75.0,0.0,0
GTX 285,Unknown,Unknown,1550.0,117.0,15.5,0.0,0.0,119.99,204.0,0.12917743145262106,0
GTX 285M,Unknown,Unknown,676.0,246.0,6.76,0.0,0.0,0.0,75.0,0.0,0
GTX 295,Unknown,Unknown,1171.0,150.0,11.71,0.0,0.0,159.99,289.0,0.07319207450465655,0
GTX 460,Nvidia,Unknown,2289.0,381.0,22.89,0.0,6630.0,89.99,150.0,0.2543615957328592,1
GTX 460 SE,Nvidia,Unknown,1974.0,359.0,19.74,0.0,5358.0,159.99,150.0,0.1233827114194637,1
GTX 460 v2,Nvidia,Unknown,2005.0,459.0,20.05,0.0,7872.0,199.99,160.0,0.10025501275063753,1
GTX 460M,Nvidia,Unknown,1198.0,246.0,11.98,0.0,3483.0,0.0,50.0,0.0,1
GTX 465,Nvidia,Unknown,2681.0,454.0,26.81,0.0,8081.0,195.0,200.0,0.13748717948717948,1
GTX 470,Nvidia,Unknown,3147.0,381.0,31.47,0.0,10408.0,59.99,215.0,0.5245874312385397,1
GTX 470M,Unknown,Unknown,1953.0,413.0,19.53,0.0,0.0,0.0,50.0,0.0,0
GTX 480,Nvidia,Unknown,4110.0,447.0,41.1,0.0,12241.0,169.99,250.0,0.24177892817224542,1
GTX 480M,Unknown,Unknown,2051.0,536.0,20.51,0.0,0.0,0.0,100.0,0.0,0
GTX 485M,Unknown,Unknown,2360.0,479.0,23.6,0.0,0.0,0.0,100.0,0.0,0
GTX 550 Ti,Nvidia,Unknown,1557.0,363.0,15.57,0.0,5305.0,99.99,116.0,0.15571557155715574,1
GTX 555,Unknown,Unknown,1807.0,485.0,18.07,0.0,0.0,0.0,150.0,0.0,0
GTX 560,Nvidia,Unknown,2711.0,418.0,27.11,0.0,8094.0,205.0,150.0,0.1322439024390244,1
GTX 560 SE,Nvidia,Unknown,2087.0,413.0,20.87,0.0,6235.0,89.99,150.0,0.2319146571841316,1
GTX 560 Ti,Nvidia,Unknown,3056.0,416.0,30.56,0.0,9263.0,129.99,170.0,0.23509500730825444,1
GTX 560M,Nvidia,Unknown,1266.0,243.0,12.66,0.0,4284.0,0.0,75.0,0.0,1
GTX 570,Nvidia,Unknown,3902.0,466.0,39.02,0.0,12316.0,149.99,219.0,0.26015067671178077,1
GTX 570M,Unknown,Unknown,1910.0,350.0,19.1,0.0,0.0,0.0,75.0,0.0,0
GTX 580M,Nvidia,Unknown,2373.0,455.0,23.73,0.0,5837.0,248.68,100.0,0.0954238378639215,1
GTX 590,Nvidia,Unknown,3307.0,470.0,33.07,0.0,11950.0,435.0,365.0,0.07602298850574712,1
GTX 645,Nvidia,Unknown,1858.0,432.0,18.58,3630.0,5217.0,0.0,64.0,0.0,3
GTX 650,Nvidia,Unknown,1769.0,346.0,17.69,3469.0,4712.0,109.98,64.0,0.16084742680487363,4
GTX 650 Ti,Nvidia,Unknown,2527.0,400.0,25.27,6223.0,8083.0,93.05,110.0,0.2715744223535734,4
GTX 650 Ti BOOST,Nvidia,Unknown,3330.0,452.0,33.3,7132.0,9450.0,0.0,134.0,0.0,3
GTX 660,Nvidia,Unknown,4004.0,476.0,40.04,8583.0,11381.0,167.95,140.0,0.23840428699017566,4
GTX 660 Ti,Nvidia,Unknown,4367.0,449.0,43.67,11298.0,14647.0,144.0,150.0,0.3032638888888889,4
GTX 660M,Nvidia,Unknown,1414.0,271.0,14.14,2901.0,3649.0,78.99,50.0,0.17901000126598304,4
GTX 670,Nvidia,Unknown,5304.0,523.0,53.04,11969.0,14780.0,193.98,170.0,0.27343025054129294,4
GTX 670M,Nvidia,Unknown,1775.0,321.0,17.75,0.0,5785.0,0.0,75.0,0.0,1
GTX 670MX,Nvidia,Unknown,1906.0,335.0,19.06,0.0,6033.0,0.0,75.0,0.0,2
GTX 675M,Nvidia,Unknown,1934.0,326.0,19.34,0.0,5752.0,0.0,100.0,0.0,1
GTX 675MX,Nvidia,Unknown,2338.0,377.0,23.38,7085.0,4095.0,0.0,100.0,0.0,3
GTX 680,Nvidia,Unknown,5535.0,528.0,55.35,13627.0,16368.0,399.0,195.0,0.1387218045112782,4
GTX 680M,Nvidia,Unknown,3077.0,348.0,30.77,0.0,8385.0,135.99,100.0,0.22626663725273916,2
GTX 680M KY_Bullet Edition,Unknown,Unknown,3569.0,581.0,35.69,0.0,0.0,0.0,0.0,0.0,0
GTX 680MX,Nvidia,Unknown,4271.0,730.0,42.71,11307.0,4568.0,0.0,122.0,0.0,3
GTX 690,Nvidia,Unknown,5654.0,458.0,56.54,12549.0,15421.0,280.99,300.0,0.20121712516459658,4
GTX 745,Nvidia,Unknown,2175.0,469.0,21.75,6443.0,6300.0,284.95,55.0,0.07632918055799263,4
GTX 750,Nvidia,Unknown,3399.0,480.0,33.99,10510.0,10644.0,219.99,55.0,0.15450702304650213,4
GTX 750 Ti,Nvidia,Unknown,3919.0,498.0,39.19,12510.0,12954.0,88.11,60.0,0.44478492793099533,4
GTX 760,Nvidia,Unknown,4775.0,523.0,47.75,10683.0,12578.0,149.0,170.0,0.32046979865771813,4
GTX 760 (192-bit),Nvidia,Unknown,0.0,0.0,0.0,9058.0,11189.0,0.0,0.0,0.0,3
GTX 760 Ti,Unknown,Unknown,5206.0,555.0,52.06,0.0,0.0,297.5,170.0,0.17499159663865546,0
GTX 760 Ti OEM,Nvidia,Unknown,5427.0,694.0,54.27,0.0,14380.0,0.0,0.0,0.0,1
GTX 760A,Unknown,Unknown,1060.0,476.0,10.6,0.0,0.0,0.0,0.0,0.0,0
GTX 760M,Nvidia,Unknown,1691.0,240.0,16.91,4287.0,5553.0,0.0,55.0,0.0,3
GTX 765M,Nvidia,Unknown,1972.0,277.0,19.72,5514.0,5299.0,186.3,65.0,0.10585077831454642,4
GTX 770,Nvidia,Unknown,5892.0,551.0,58.92,13824.0,17483.0,249.0,230.0,0.2366265060240964,4
GTX 770M,Nvidia,Unknown,2786.0,327.0,27.86,6572.0,6585.0,138.0,75.0,0.2018840579710145,3
GTX 775M,Nvidia,Unknown,4208.0,696.0,42.08,0.0,4424.0,0.0,0.0,0.0,2
GTX 780 Ti,Nvidia,Unknown,9312.0,626.0,93.12,20877.0,25535.0,339.99,250.0,0.2738904085414277,4
GTX 780M,Nvidia,Unknown,3755.0,386.0,37.55,9535.0,5211.0,499.0,122.0,0.075250501002004,4
GTX 850A,Unknown,Unknown,1050.0,551.0,10.5,0.0,0.0,0.0,0.0,0.0,0
GTX 850M,Nvidia,Unknown,2574.0,224.0,25.74,9545.0,10030.0,0.0,40.0,0.0,3
GTX 850M - MODDED,Unknown,Unknown,1092.0,819.0,10.92,0.0,0.0,0.0,0.0,0.0,0
GTX 860M,Nvidia,Unknown,3045.0,226.0,30.45,11144.0,11550.0,114.0,45.0,0.26710526315789473,4
GTX 870M,Nvidia,Unknown,3380.0,293.0,33.8,9499.0,11021.0,0.0,110.0,0.0,4
GTX 880M,Nvidia,Unknown,3876.0,347.0,38.76,10249.0,13023.0,0.0,130.0,0.0,4
GTX 950,Nvidia,Unknown,5392.0,641.0,53.92,15998.0,18233.0,141.99,90.0,0.37974505246848367,4
GTX 950A,Nvidia,Unknown,2483.0,282.0,24.83,0.0,10489.0,0.0,0.0,0.0,1
GTX 950M,Nvidia,Unknown,2602.0,219.0,26.02,9777.0,10170.0,567.0,75.0,0.04589065255731922,3
GTX 960,Nvidia,Unknown,6042.0,671.0,60.42,17784.0,21072.0,172.0,120.0,0.3512790697674419,4
GTX 960A,Unknown,Unknown,2411.0,631.0,24.11,0.0,0.0,0.0,0.0,0.0,0
GTX 960M,Nvidia,Unknown,3419.0,245.0,34.19,11818.0,12257.0,1169.0,65.0,0.02924721984602224,3
GTX 965M,Nvidia,Unknown,3824.0,338.0,38.24,13861.0,16496.0,0.0,60.0,0.0,3
GTX 970,Nvidia,Unknown,9688.0,781.0,96.88,25908.0,29153.0,237.99,145.0,0.40707592755998145,4
GTX 970M,Nvidia,Unknown,5761.0,406.0,57.61,18285.0,20012.0,209.99,75.0,0.2743463974474975,3
GTX 970XM FORCE,Unknown,Unknown,6707.0,725.0,67.07,0.0,0.0,0.0,0.0,0.0,0
GTX 980 Ti,Nvidia,Unknown,13864.0,854.0,138.64,36268.0,40025.0,719.4,250.0,0.19271615234917985,4
GTX 980M,Nvidia,Unknown,7317.0,514.0,73.17,21520.0,23785.0,289.99,100.0,0.25231904548432704,3
GTX GTX880M,Nvidia,Unknown,0.0,0.0,0.0,0.0,5622.0,0.0,0.0,0.0,1
GTX Titan Z,Nvidia,Unknown,9189.0,648.0,91.89,18422.0,22732.0,1515.0,375.0,0.06065346534653465,3
GeCube RADEON 7000,Unknown,Unknown,9.0,144.0,0.09,0.0,0.0,0.0,0.0,0.0,0
GeForce 205,Unknown,Unknown,126.0,309.0,1.26,0.0,0.0,0.0,30.5,0.0,0
GeForce 210,Unknown,Unknown,97.0,39.0,0.97,0.0,0.0,54.92,30.5,0.017662053896576838,0
GeForce 240M GT,Unknown,Unknown,320.0,434.0,3.2,0.0,0.0,0.0,0.0,0.0,0
GeForce 256,Unknown,Unknown,5.0,201.0,0.05,0.0,0.0,42.04,0.0,0.0011893434823977166,0
GeForce 305M,Unknown,Unknown,151.0,149.0,1.51,0.0,0.0,0.0,14.0,0.0,0
GeForce 310,Unknown,Unknown,122.0,61.0,1.22,0.0,0.0,108.35,30.5,0.011259806183664052,0
GeForce 310M,Unknown,Unknown,111.0,27.0,1.11,0.0,0.0,0.0,14.0,0.0,0
GeForce 315,Unknown,Unknown,159.0,66.0,1.59,0.0,0.0,32.99,33.0,0.04819642315853289,0
GeForce 315M,Unknown,Unknown,116.0,52.0,1.16,0.0,0.0,0.0,14.0,0.0,0
GeForce 320M,Unknown,Unknown,219.0,69.0,2.19,0.0,0.0,0.0,20.0,0.0,0
GeForce 405,Unknown,Unknown,122.0,60.0,1.22,0.0,0.0,24.64,0.0,0.04951298701298701,0
GeForce 410M,Nvidia,Unknown,250.0,129.0,2.5,0.0,872.0,0.0,12.0,0.0,1
GeForce 505,Unknown,Unknown,187.0,587.0,1.87,0.0,0.0,115.06,0.0,0.016252390057361378,0
GeForce 510,Nvidia,Unknown,257.0,199.0,2.57,0.0,758.0,69.99,25.0,0.03671953136162309,1
GeForce 605,Nvidia,Unknown,305.0,179.0,3.05,0.0,764.0,136.83,0.0,0.0222904333844917,1
GeForce 6100,Unknown,Unknown,27.0,44.0,0.27,0.0,0.0,0.0,0.0,0.0,0
GeForce 6100 nForce 400,Unknown,Unknown,25.0,242.0,0.25,0.0,0.0,0.0,0.0,0.0,0
GeForce 6100 nForce 405,Unknown,Unknown,25.0,108.0,0.25,0.0,0.0,0.0,0.0,0.0,0
GeForce 6100 nForce 420,Unknown,Unknown,25.0,234.0,0.25,0.0,0.0,0.0,0.0,0.0,0
GeForce 6100 nForce 430,Unknown,Unknown,23.0,249.0,0.23,0.0,0.0,0.0,0.0,0.0,0
GeForce 610M,Nvidia,Unknown,292.0,103.0,2.92,0.0,1086.0,0.0,0.0,0.0,1
GeForce 615,Nvidia,Unknown,552.0,412.0,5.52,0.0,1162.0,0.0,0.0,0.0,1
GeForce 6150,Unknown,Unknown,22.0,250.0,0.22,0.0,0.0,329.0,0.0,0.000668693009118541,0
GeForce 6150 LE,Unknown,Unknown,33.0,30.0,0.33,0.0,0.0,0.0,0.0,0.0,0
GeForce 6150SE,Unknown,Unknown,25.0,266.0,0.25,0.0,0.0,0.0,0.0,0.0,0
GeForce 6150SE nForce 430,Unknown,Unknown,30.0,21.0,0.3,0.0,0.0,0.0,0.0,0.0,0
GeForce 6200,Unknown,Unknown,35.0,58.0,0.35,0.0,0.0,99.99,0.0,0.0035003500350035003,0
GeForce 6200 A-LE,Unknown,Unknown,32.0,192.0,0.32,0.0,0.0,0.0,0.0,0.0,0
GeForce 6200 LE,Unknown,Unknown,31.0,89.0,0.31,0.0,0.0,41.24,0.0,0.007516973811833172,0
GeForce 6200 TurboCache,Unknown,Unknown,46.0,78.0,0.46,0.0,0.0,0.0,0.0,0.0,0
GeForce 6200A,Unknown,Unknown,4.0,117.0,0.04,0.0,0.0,54.99,0.0,0.0007274049827241316,0
GeForce 6200SE TurboCache,Unknown,Unknown,37.0,146.0,0.37,0.0,0.0,0.0,0.0,0.0,0
GeForce 6500,Unknown,Unknown,38.0,300.0,0.38,0.0,0.0,0.0,0.0,0.0,0
GeForce 6600,Unknown,Unknown,88.0,69.0,0.88,0.0,0.0,264.0,0.0,0.0033333333333333335,0
GeForce 6600 GT,Unknown,Unknown,137.0,67.0,1.37,0.0,0.0,64.95,0.0,0.021093148575827562,0
GeForce 6600 LE,Unknown,Unknown,51.0,234.0,0.51,0.0,0.0,0.0,0.0,0.0,0
GeForce 6610 XL,Unknown,Unknown,89.0,288.0,0.89,0.0,0.0,0.0,0.0,0.0,0
GeForce 6700 XL,Unknown,Unknown,95.0,243.0,0.95,0.0,0.0,0.0,0.0,0.0,0
GeForce 6800,Unknown,Unknown,113.0,258.0,1.13,0.0,0.0,559.29,0.0,0.0020204187451948004,0
GeForce 6800 GS,Unknown,Unknown,195.0,121.0,1.95,0.0,0.0,0.0,0.0,0.0,0
GeForce 6800 GS/XT,Unknown,Unknown,103.0,196.0,1.03,0.0,0.0,0.0,0.0,0.0,0
GeForce 6800 GT,Unknown,Unknown,142.0,212.0,1.42,0.0,0.0,0.0,0.0,0.0,0
GeForce 6800 LE,Unknown,Unknown,110.0,166.0,1.1,0.0,0.0,0.0,0.0,0.0,0
GeForce 6800 Ultra,Unknown,Unknown,139.0,153.0,1.39,0.0,0.0,0.0,0.0,0.0,0
GeForce 6800 XE,Unknown,Unknown,59.0,166.0,0.59,0.0,0.0,0.0,0.0,0.0,0
GeForce 6800 XT,Unknown,Unknown,128.0,150.0,1.28,0.0,0.0,0.0,0.0,0.0,0
GeForce 7000M,Unknown,Unknown,13.0,239.0,0.13,0.0,0.0,0.0,0.0,0.0,0
GeForce 7000M / nForce 610M,Unknown,Unknown,13.0,188.0,0.13,0.0,0.0,0.0,0.0,0.0,0
GeForce 7025 / nForce 630a,Unknown,Unknown,34.0,17.0,0.34,0.0,0.0,0.0,0.0,0.0,0
GeForce 7050 / nForce 610i,Unknown,Unknown,24.0,148.0,0.24,0.0,0.0,0.0,0.0,0.0,0
GeForce 7050 / nForce 620i,Unknown,Unknown,39.0,129.0,0.39,0.0,0.0,0.0,0.0,0.0,0
GeForce 7050 / nForce 630i,Unknown,Unknown,38.0,145.0,0.38,0.0,0.0,0.0,0.0,0.0,0
GeForce 7050 PV / nForce 630a,Unknown,Unknown,31.0,109.0,0.31,0.0,0.0,0.0,0.0,0.0,0
GeForce 705M,Unknown,Unknown,456.0,455.0,4.56,0.0,0.0,0.0,0.0,0.0,0
GeForce 7100 / nForce 620i,Unknown,Unknown,26.0,229.0,0.26,0.0,0.0,0.0,0.0,0.0,0
GeForce 7100 / nForce 630i,Unknown,Unknown,35.0,67.0,0.35,0.0,0.0,0.0,0.0,0.0,0
GeForce 7100 GS,Unknown,Unknown,52.0,133.0,0.52,0.0,0.0,0.0,0.0,0.0,0
GeForce 710A,Nvidia,Unknown,451.0,258.0,4.51,0.0,2638.0,0.0,33.0,0.0,1
GeForce 710M,Nvidia,Unknown,450.0,116.0,4.5,0.0,1976.0,0.0,12.0,0.0,1
GeForce 7150 / nForce 630i,Unknown,Unknown,33.0,254.0,0.33,0.0,0.0,0.0,0.0,0.0,0
GeForce 7150M / nForce 630M,Unknown,Unknown,18.0,194.0,0.18,0.0,0.0,0.0,0.0,0.0,0
GeForce 7200 GS,Unknown,Unknown,23.0,98.0,0.23,0.0,0.0,0.0,0.0,0.0,0
GeForce 720A,Unknown,Unknown,725.0,690.0,7.25,0.0,0.0,0.0,0.0,0.0,0
GeForce 7300 GS,Unknown,Unknown,82.0,57.0,0.82,0.0,0.0,0.0,0.0,0.0,0
GeForce 7300 GT,Unknown,Unknown,135.0,39.0,1.35,0.0,0.0,149.99,0.0,0.009000600040002667,0
GeForce 7300 LE,Unknown,Unknown,78.0,85.0,0.78,0.0,0.0,32.0,0.0,0.024375,0
GeForce 7300 SE,Unknown,Unknown,39.0,251.0,0.39,0.0,0.0,0.0,0.0,0.0,0
GeForce 7300 SE/7200 GS,Unknown,Unknown,49.0,40.0,0.49,0.0,0.0,0.0,0.0,0.0,0
GeForce 730A,Nvidia,Unknown,769.0,205.0,7.69,0.0,3088.0,0.0,0.0,0.0,1
GeForce 7350 LE,Unknown,Unknown,74.0,281.0,0.74,0.0,0.0,0.0,0.0,0.0,0
GeForce 7500 LE,Unknown,Unknown,87.0,82.0,0.87,0.0,0.0,0.0,0.0,0.0,0
GeForce 7600 GS,Unknown,Unknown,158.0,55.0,1.58,0.0,0.0,175.0,0.0,0.00902857142857143,0
GeForce 7600 GT,Unknown,Unknown,204.0,101.0,2.04,0.0,0.0,199.0,0.0,0.010251256281407035,0
GeForce 7650 GS,Unknown,Unknown,134.0,335.0,1.34,0.0,0.0,0.0,0.0,0.0,0
GeForce 770M,Unknown,Unknown,3246.0,500.0,32.46,0.0,0.0,176.99,0.0,0.18340019210124867,0
GeForce 7800 GS,Unknown,Unknown,177.0,199.0,1.77,0.0,0.0,0.0,0.0,0.0,0
GeForce 7800 GT,Unknown,Unknown,244.0,273.0,2.44,0.0,0.0,80.0,0.0,0.0305,0
GeForce 7800 GTX,Unknown,Unknown,291.0,196.0,2.91,0.0,0.0,71.6,86.0,0.040642458100558665,0
GeForce 7900 GS,Unknown,Unknown,254.0,68.0,2.54,0.0,0.0,0.0,0.0,0.0,0
GeForce 7900 GT,Unknown,Unknown,258.0,160.0,2.58,0.0,0.0,199.0,0.0,0.012964824120603015,0
GeForce 7900 GT/GTO,Unknown,Unknown,247.0,469.0,2.47,0.0,0.0,0.0,0.0,0.0,0
GeForce 7900 GTX,Unknown,Unknown,388.0,165.0,3.88,0.0,0.0,0.0,0.0,0.0,0
GeForce 7950 GT,Unknown,Unknown,344.0,189.0,3.44,0.0,0.0,203.99,0.0,0.016863571743712925,0
GeForce 7950 GX2,Unknown,Unknown,202.0,413.0,2.02,0.0,0.0,54.99,0.0,0.03673395162756865,0
GeForce 7950 Xtreme,Unknown,Unknown,288.0,288.0,2.88,0.0,0.0,0.0,0.0,0.0,0
GeForce 800A,Unknown,Unknown,428.0,224.0,4.28,0.0,0.0,0.0,0.0,0.0,0
GeForce 800M,Nvidia,Unknown,468.0,388.0,4.68,0.0,1303.0,0.0,0.0,0.0,1
GeForce 8100 / nForce 720a,Unknown,Unknown,79.0,308.0,0.79,0.0,0.0,0.0,0.0,0.0,0
GeForce 810A,Nvidia,Unknown,622.0,319.0,6.22,0.0,1828.0,0.0,0.0,0.0,1
GeForce 810M,Nvidia,Unknown,402.0,71.0,4.02,0.0,1644.0,0.0,0.0,0.0,1
GeForce 8200,Unknown,Unknown,153.0,163.0,1.53,0.0,0.0,0.0,0.0,0.0,0
GeForce 8200M G,Unknown,Unknown,72.0,72.0,0.72,0.0,0.0,0.0,19.2,0.0,0
GeForce 820A,Nvidia,Unknown,568.0,162.0,5.68,0.0,2708.0,0.0,0.0,0.0,1
